code_identifiant;format_administration;Code de la substance;denomination_de_la_substance;dosage_de_la_substance;réferent_dosage;Nature du composant;Numéro permettant de lier, le cas échéant, substances actives et fractions thérapeutiques
65991659;Suspension;9692;ANTIGÈNE  DE SURFACE DE L'HÉPATITE B RECOMBINANT;20 microgrammes;1 ml;Principe Actif;2
65995643;Comprimé;72074;MÉMANTINE;8,31 mg;un comprimé;Fraction Thérapeutique;1
66001124;Comprimé;72;BIOTINE;5,0 mg;un comprimé;Principe Actif;1
66023238;Gélule;11279;FLUCONAZOLE;200 mg;une gélule;Principe Actif;1
66027553;Poudre;79576;MACROGOL 3350;6,563 g;un sachet-dose;Principe Actif;1
66043002;Gélule;4962;HEPTAMINOL (CHLORHYDRATE D');300 mg;une gélule;Principe Actif;5
66053338;Poudre;93286;ACIDE CLAVULANIQUE;125,00 mg;1 sachet dose;Fraction Thérapeutique;2
66062465;Solution;1539;CYANOCOBALAMINE;1000 microgrammes;2 ml;Principe Actif;1
66063364;Solution;4150;ATROPINE (SULFATE D');1 mg;une ampoule de 1 ml;Principe Actif;1
66086808;Comprimé;420;CAFÉINE;25 mg;un comprimé;Principe Actif;1
66116589;Suspension;899;SODIUM (BICARBONATE DE);267 mg;un sachet-dose;Principe Actif;4
66127233;Poudre;35232;CEFTRIAXONE BASE;1 g;3,5 ml de solution reconstituée;Fraction Thérapeutique;1
66152222;Solution;67602;PAMIDRONATE DE SODIUM;3 mg;1 ml de solution injectable;Principe Actif;1
66155948;Gélule;862;LACTOBACILLUS CASEI;341,0 mg;une gélule;Principe Actif;1
66156950;Poudre;29442;CLAVULANATE DE POTASSIUM;;;Principe Actif;2
66160774;Gélule;80889;FLUVASTATINE;40 mg;une gélule;Fraction Thérapeutique;1
66162540;Comprimé;55721;CARBONATE DE SÉVÉLAMER;800 mg;un comprimé;Principe Actif;1
66172723;Comprimé;23055;HEDERA HELIX POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;17
66176935;Comprimé;85054;CONCENTRAT DE CHOLÉCALCIFÉROL, FORME PULVÉRULENTE;4 mg;un comprimé;Principe Actif;2
66180816;Poudre;42124;TERLIPRESSINE;0,85 mg;un flacon;Fraction Thérapeutique;1
66218213;Comprimé;42470;LÉFLUNOMIDE;100 mg;un comprimé;Principe Actif;1
66227034;Collyre;66916;ACIDE N-ACÉTYL ASPARTYL GLUTAMIQUE (SEL DE SODIUM);4,9 g;100 ml;Principe Actif;5
66229252;Solution;43480;STREPTOCOCCUS PNEUMONIAE SÉROTYPE 22F (POLYOSIDES DE);25 microgrammes;une dose de 0,5 ml;Principe Actif;20
66229252;Solution;48124;STREPTOCOCCUS PNEUMONIAE SÉROTYPE 3 (POLYOSIDES DE);25 microgrammes;une dose de 0,5 ml;Principe Actif;3
66229252;Solution;98189;STREPTOCOCCUS PNEUMONIAE SÉROTYPE 9V (POLYOSIDES DE);25 microgrammes;une dose de 0,5 ml;Principe Actif;9
66232088;Poudre orale;6796;KALIUM SULFURICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;1 ml de solution injectable;Principe Actif;23
66249689;Granules;14676;PAEONIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;17
66271447;Comprimé;16182;RISÉDRONATE MONOSODIQUE MONOHYDRATÉ;;;Principe Actif;1
66275029;Comprimé;47018;CHLORHYDRATE DE PAROXÉTINE ANHYDRE;;;Principe Actif;1
66279287;Comprimé;50091;ATORVASTATINE CALCIQUE;;;Principe Actif;1
66286011;Solution d'acides aminés;550;ISOLEUCINE;2,5 g;500 ml;Principe Actif;1
66298483;Comprimé;66422;ZOFÉNOPRIL CALCIQUE;30 mg;un comprimé;Principe Actif;1
66298750;Solution;9314;HAMAMÉLIS (TEINTURE DE);28 ml;100 ml de solution buvable;Principe Actif;4
66304687;Comprimé;970;CHLORHYDRATE DE SOTALOL;80 mg;un comprimé;Principe Actif;1
66315146;Comprimé;561;LORAZÉPAM;2,5 mg;un comprimé;Principe Actif;1
66340498;Gélule;93748;BÉSILATE D'AMLODIPINE;;;Principe Actif;1
66347585;Granules;96548;AGARICUS BULBOSUS POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;100 ml de sirop;Principe Actif;14
66349230;Dispositif;196;LÉVONORGESTREL;52 mg;un dispositif;Principe Actif;1
66357437;Gélule;185;FÉNOTÉROL (BROMHYDRATE DE);100 microgrammes;une gélule;Principe Actif;1
66369763;Solution;8190;CHROME (CHLORURE DE) HEXAHYDRATÉ;5,30 microgrammes;1 ml;Principe Actif;4
66372542;Suppositoire;532;GLYCÉROL;2,04 g;un suppositoire;Principe Actif;1
66376626;Capsule;85087;TAFAMIDIS;12,2 mg;une capsule;Fraction Thérapeutique;1
66430643;Granulés;65061;FOSFOMYCINE TROMÉTAMOL;5,631 g;un sachet;Principe Actif;1
66466080;Solution buvable en gouttes;47875;FRAXINUS AMERICANA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;1 ml de solution pour perfusion;Principe Actif;19
66481043;Comprimé;561;LORAZÉPAM;1 mg;un comprimé;Principe Actif;1
66502733;Solution;3585;TOCOFERSOLAN;;;Principe Actif;1
66515809;Gélule;24519;SERENOA REPENS (EXTRAIT LIPIDO-STÉROLIQUE DE);160 mg;une gélule;Principe Actif;1
66553119;Gélule;915;CHLORHYDRATE DE DILTIAZEM;300 mg;une gélule;Principe Actif;1
66563273;Solution;34;BUPIVACAÏNE (CHLORHYDRATE DE) MONOHYDRATÉ;2,64 mg;1 ml;Principe Actif;1
66563273;Solution;42227;CHLORHYDRATE DE BUPIVACAÏNE ANHYDRE;2,50 mg;1 ml;Fraction Thérapeutique;1
66576865;Comprimé;15911;CIBENZOLINE;130,00 mg;un comprimé;Fraction Thérapeutique;1
66577942;Comprimé;99915;ACIDE RISÉDRONIQUE;32,5 mg;un comprimé;Fraction Thérapeutique;1
66589688;Poudre;59983;MÉROPÉNEM TRIHYDRATÉ;;;Principe Actif;1
66595239;Comprimé;67373;PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ;;;Principe Actif;1
66640556;Comprimé;2171;PREDNISONE;5 mg;un comprimé;Principe Actif;1
68509057;Compartiment a;3018;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ;0,068 g;1000 ml de solution d'électrolytes;Principe Actif;4
68546714;Solution;90673;ACIDE FOLINIQUE;5 mg;une ampoule;Fraction Thérapeutique;1
68556498;Comprimé;92464;ATORVASTATINE CALCIQUE TRIHYDRATÉE;;;Principe Actif;1
68564751;Comprimé;977;SPIRONOLACTONE;25 mg;un comprimé;Principe Actif;1
68569129;Collyre;83176;CHLORHYDRATE DE DORZOLAMIDE;;;Principe Actif;1
68573960;Gélule;1099;MORPHINE (SULFATE DE);100 mg;une gélule;Principe Actif;1
68575185;Compartiment acides aminés;550;ISOLEUCINE;0,71 g;500 ml;Principe Actif;9
68575185;Compartiment acides aminés;1044;ACIDE GLUTAMIQUE;1,63 g;500 ml;Principe Actif;6
68575185;Compartiment acides aminés;7301;LYSINE MONOHYDRATÉE;1,45 g;500 ml;Principe Actif;11
68575185;Compartiment glucose;93;CHLORURE DE POTASSIUM;0,67;500 ml;Principe Actif;38
68599161;Comprimé;831;MANGANÈSE (SULFATE DE) MONOHYDRATÉ;;;Principe Actif;16
68599161;Comprimé;4031;PALMITATE DE VITAMINE A;;;Principe Actif;1
68599161;Comprimé;7645;MAGNÉSIUM (HYDROGÉNOPHOSPHATE DE) TRIHYDRATÉ;30,38 mg de magnésium;un comprimé;Principe Actif;17
68603460;Comprimé;94881;MAGNÉSIUM;48 mg;un comprimé;Fraction Thérapeutique;1
68620399;Solution buvable en gouttes;94252;APIUM GRAVEOLENS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;19
68623395;Comprimé;25715;ACICLOVIR;200 mg;un comprimé;Principe Actif;1
68635974;Solution;98145;TRÉPROSTINIL;1 mg;1 ml de solution;Fraction Thérapeutique;1
68637142;Comprimé;6431;LORATADINE;10 mg;un comprimé;Principe Actif;1
68649778;Solution;56635;CHLORHYDRATE DE LIDOCAÏNE ANHYDRE;10 mg;1 ml;Fraction Thérapeutique;6
68674048;Comprimé;2278;CHLORHYDRATE DE PSEUDOÉPHÉDRINE;30 mg;un comprimé;Principe Actif;2
68684658;Comprimé;2064;HYDROCHLOROTHIAZIDE;12,5 mg;un comprimé;Principe Actif;2
68684658;Comprimé;15734;VALSARTAN;160 mg;un comprimé;Principe Actif;1
68688375;Solution;393;CITRATE DE PENTOXYVÉRINE;0,213 g;100 ml;Principe Actif;1
68693027;Gélule;97603;CHLORHYDRATE DE SERTRALINE;;;Principe Actif;1
68694175;Comprimé;3969;PHLOROGLUCINOL HYDRATÉ;80 mg;un comprimé;Principe Actif;1
68701043;Solution buvable en gouttes;2142;LITHIUM CARBONICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;19
68703172;Suppositoire;51781;EXTRAIT MOU DE GELSÉMIUM;20 mg;un suppositoire;Principe Actif;4
68703724;Comprimé;42537;ONDANSÉTRON;8 mg;un comprimé;Fraction Thérapeutique;1
68708881;Poudre orale;30182;ALETRIS FARINOSA POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;un lyophilisat;Principe Actif;23
68747418;Suspension;4566;SÉLÉNIUM (SULFURE DE);2,50 g;100 ml de suspension pour application cutanée;Principe Actif;1
68755482;Comprimé;12900;COFFEA CRUDA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;une dose;Principe Actif;18
68762562;Crème;2160;ACIDE FUSIDIQUE;2 g;100,0 g de crème;Principe Actif;1
68779654;Sirop;21562;RUMEX CRISPUS POUR PRÉPARATIONS HOMÉOPATHIQUES;2 g (6 CH);100 g de sirop;Principe Actif;6
68791941;Comprimé;48800;FLUOXÉTINE BASE;20,00 mg;un comprimé;Fraction Thérapeutique;1
68814144;Comprimé;7560;CHLORHYDRATE DE FLUOXÉTINE;;;Principe Actif;1
68816348;Comprimé;355;MALÉATE DE TRIMÉBUTINE;200 mg;un comprimé;Principe Actif;1
68822550;Comprimé;1097;ALLOPURINOL;200 mg;un comprimé;Principe Actif;1
68822739;Poudre;79569;OXYDE DE MAGNÉSIUM LÉGER;3,5 g;un sachet de 15,08 g de poudre;Principe Actif;2
68823314;Comprimé;2064;HYDROCHLOROTHIAZIDE;12,5 mg;un comprimé;Principe Actif;2
68832758;Gélule;26322;VENLAFAXINE;75 mg;une gélule;Fraction Thérapeutique;1
68837972;Comprimé;1493;CHLORHYDRATE DE CLOMIPRAMINE;25,00 mg;un comprimé;Principe Actif;1
68841020;Comprimé;3682;MALÉATE D'ÉNALAPRIL;5 mg;un comprimé;Principe Actif;1
68853923;Solution;234;HAMAMÉLIS DE VIRGINIE (EXTRAIT D') (FLUIDE);10 g;100 ml;Principe Actif;3
68861083;Compartiment 1 : solution de glucose;17150;GLUCOSE MONOHYDRATÉ;198,00 g;500 ml;Principe Actif;23
68873826;Gélule;3902;FÉNOFIBRATE;67 mg;une gélule;Principe Actif;1
68878549;Poudre;37430;RISPÉRIDONE;25 mg;un flacon;Principe Actif;1
68886446;Solution;3559;SULFATE DE SALBUTAMOL;6 mg;un récipient unidose de 2,5 ml;Principe Actif;1
68888721;Pommade;91754;BERBERIS AQUIFOLIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (pommade à 4 %);100 g de crème;Principe Actif;25
68933458;Pommade;12793;CLEMATIS VITALBA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé;Principe Actif;25
68943331;Gel;917;PHOSPHATE DE CLINDAMYCINE;1,188 g;100 g;Principe Actif;1
68955248;Gélule;98322;TACROLIMUS MONOHYDRATÉ;;;Principe Actif;1
68956300;Ovule;3929;NITRATE D'ÉCONAZOLE;150 mg;un ovule;Principe Actif;1
68962545;Comprimé;25360;CARBONATE DE MAGNÉSIUM LOURD;80 mg;un comprimé;Principe Actif;2
68969664;Gélule;17407;ÉSOMÉPRAZOLE;40 mg;une gélule;Fraction Thérapeutique;1
68994742;Comprimé;18827;DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ;1,5 mg;un comprimé;Principe Actif;1
69021139;Comprimé;355;MALÉATE DE TRIMÉBUTINE;100 mg;un comprimé;Principe Actif;1
69025080;Comprimé;73594;CANDÉSARTAN CILEXÉTIL;16 mg;un comprimé;Principe Actif;1
69033814;Pommade;62163;CEANOTHUS AMERICANUS SICCUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);4 ml de solution injectable;Principe Actif;25
69054954;Sirop;5565;BROMURE DE SODIUM;2 g;100 g;Principe Actif;4
69063120;Émulsion;2666;MÉTHIONINE;2,84 g;1000 ml d'émulsion reconstituée;Principe Actif;10
69063985;Granules;25222;CINA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;1000 ml d'émulsion reconstituée;Principe Actif;17
69068587;Solution;4347;ROMARIN (HUILE ESSENTIELLE DE);1,05 g;100 g de solution;Principe Actif;8
69081556;Gélule;39727;AMLODIPINE;5 mg;une gélule;Fraction Thérapeutique;1
69083660;Solution;631;ACÉTATE DE SODIUM TRIHYDRATÉ;3,27 g;1000 ml de solution;Principe Actif;3
69083660;Solution;75145;GÉLATINE FLUIDE MODIFIÉE;40 g;1000 ml de solution;Principe Actif;1
69118175;Gélule;5248;AMOXICILLINE ANHYDRE;500 mg;une gélule;Fraction Thérapeutique;1
69122832;Poudre;960;SOMATROPINE;10 mg;un flacon;Principe Actif;1
69128696;Pommade;9477;DOLICHOS PRURIENS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);1 ml de solution reconstituée;Principe Actif;25
69132627;Comprimé;24563;CLARITHROMYCINE;500 mg;un comprimé;Principe Actif;1
69140061;Comprimé;1807;ÉTHINYLESTRADIOL;0,035 mg;un comprimé;Principe Actif;2
69145934;Solution buvable en ampoules;265;CHINA RUBRA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;une gélule;Principe Actif;23
69149683;Comprimé;56173;FÉLODIPINE;5 mg;un comprimé;Principe Actif;1
69155907;Solution;95404;GADOTÉRIDOL;2793 mg;un flacon de 10 ml;Principe Actif;1
69158091;Granulés;25252;ACIDE VALPROÏQUE;145,14 mg;un sachet-dose;Principe Actif;2
69167311;Comprimé;9231;AMISULPRIDE;400 mg;un comprimé;Principe Actif;1
69184289;Gel;600;MICONAZOLE;2 g;100 g;Principe Actif;1
69189172;Collyre;77568;NÉPAFÉNAC;1 mg;1 ml de suspension;Principe Actif;1
69204941;Gélule;11279;FLUCONAZOLE;200 mg;une gélule;Principe Actif;1
69208135;Granulés;77086;TACROLIMUS ANHYDRE;1 mg;un sachet-dose;Fraction Thérapeutique;1
69227858;Solution;51742;ALBUMINE HUMAINE PLASMATIQUE;50 g;1 l de solution;Principe Actif;1
61589937;Comprimé;66038;BENZOATE DE RIZATRIPTAN;14,53 mg;un comprimé;Principe Actif;1
61591023;Comprimé;9231;AMISULPRIDE;100 mg;un comprimé;Principe Actif;1
61605035;Comprimé;31416;IRBÉSARTAN;150 mg;un comprimé;Principe Actif;1
61609959;Gel;37;DICLOFÉNAC SODIQUE;2 g;100 g de gel;Fraction Thérapeutique;1
61615435;Comprimé;1095;ALLIUM CEPA POUR PRÉPARATIONS HOMÉOPATHIQUES;5 mg (6 DH);un comprimé;Principe Actif;1
61621776;Gélule;3339;NAFTIDROFURYL (OXALATE ACIDE DE);200 mg;une gélule;Principe Actif;1
61633814;Pommade;6745;CUPRESSUS SEMPERVIRENS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (pommade à 4 %);une cuillère-mesure de 5 ml de suspension reconstituée;Principe Actif;24
61634827;Poudre;93286;CLAVULANIQUE (ACIDE);12,50 mg;1 ml de suspension reconstituée;Fraction Thérapeutique;2
61642592;Gélule;26322;VENLAFAXINE;75 mg;une gélule;Fraction Thérapeutique;1
61644248;Comprimé;2064;HYDROCHLOROTHIAZIDE;25 mg;un comprimé;Principe Actif;2
61646847;Solution;1758;DROPÉRIDOL;0,5 mg;1 ml;Principe Actif;1
61664368;Comprimé;82384;CÉFUROXIME;500 mg;un comprimé;Fraction Thérapeutique;1
61676413;Comprimé;3226;ACÉTATE DE FLÉCAÏNIDE;100 mg;un comprimé;Principe Actif;1
61677643;Pommade;157;TÉRÉBENTHINE (HUILE ESSENTIELLE DE) (TYPE PORTUGAL);5,00 g;100 g;Principe Actif;3
61683322;Gomme;30981;NICOTINE (RÉSINATE DE);;;Principe Actif;1
61690110;Poudre;28165;AMOXICILLINE TRIHYDRATÉE;;;Principe Actif;1
61724662;Solution;60189;ÉPOÉTINE ZÊTA;40000 UI;une seringue préremplie de 1 ml;Principe Actif;1
61734749;Comprimé;9586;PÉRINDOPRIL TERT-BUTYLAMINE;8 mg;un comprimé;Principe Actif;1
61741918;Suspension;24381;BUDÉSONIDE;64 microgrammes;une dose;Principe Actif;1
61751079;Solution;56635;CHLORHYDRATE DE LIDOCAÏNE ANHYDRE;20 mg;1 ml;Fraction Thérapeutique;1
69000020;Comprimé;27380;DÉSOGESTREL;0,150 mg;un comprimé;Principe Actif;8
69033757;Solution;22217;UNDÉCANOATE DE TESTOSTÉRONE;1000 mg;4 ml de solution injectable;Principe Actif;1
69038035;Comprimé;2114;CÉFIXIME TRIHYDRATÉE;;;Principe Actif;1
69050347;Comprimé;70320;DONÉPÉZIL BASE;9,12 mg;un comprimé;Fraction Thérapeutique;1
69083660;Solution;901;CHLORURE DE SODIUM;5,55 g;1000 ml de solution;Principe Actif;2
69083660;Solution;3018;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ;0,2 g;1000 ml de solution;Principe Actif;6
62361527;Solution;901;SODIUM (CHLORURE DE);9 g;1000 ml;Principe Actif;1
62365493;Solution;73377;DEXAMÉTHASONE (PHOSPHATE DE);4 mg;une ampoule;Fraction Thérapeutique;1
62376828;Gélule;70833;TRANDOLAPRIL;2 mg;une gélule;Principe Actif;1
62381191;Granulés;2606;MÉPROBAMATE;2,000 g;100 g de granulés;Principe Actif;3
62403976;Poudre;88822;ACÉTATE DE LEUPRORÉLINE;7,5 mg;une seringue préremplie de poudre pour solution injectable;Principe Actif;1
62404793;Suspension;37596;ANTIGÈNE COQUELUCHEUX : PERTACTINE;2,5 microgrammes;une dose;Principe Actif;5
62426188;Comprimé;13002;CAUSTICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;18
62500717;Comprimé;63130;ACÉBUTOLOL BASE;400 mg;un comprimé;Fraction Thérapeutique;1
62503389;Gélule;3902;FÉNOFIBRATE;200 mg;une gélule;Principe Actif;1
62505283;Gélule;32914;ORTIE DIOÏQUE (RACINE DE);290 mg;une gélule;Principe Actif;1
62513230;Comprimé;45485;MIRTAZAPINE;15,00 mg;un comprimé;Principe Actif;1
62514791;Gélule;93748;BÉSILATE D'AMLODIPINE;;;Principe Actif;1
62544795;Gélule;39727;AMLODIPINE;10,00 mg;une gélule;Fraction Thérapeutique;1
62554832;Comprimé;4546;SODIUM (FLUORURE DE);0,199 mg;un comprimé;Principe Actif;1
62578477;Comprimé;24321;CHLORHYDRATE DE METFORMINE;500 mg;un comprimé;Principe Actif;1
62581943;Collyre;83176;CHLORHYDRATE DE DORZOLAMIDE;22,3 mg;1 ml de collyre en solution;Principe Actif;1
62582326;Suspension;557;MÉDROXYPROGESTÉRONE (ACÉTATE DE);15 g;100 ml;Principe Actif;1
62582924;Sirop;74765;CODÉINE (PHOSPHATE DE) HÉMIHYDRATÉ;0,1460 g;100 ml de sirop;Principe Actif;1
62594218;Solution buvable en gouttes;14365;APOCYNUM CANNABINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;100 ml de solution;Principe Actif;19
62605440;Solution;66431;CIPROFLOXACINE;200 mg;une poche de 100 ml;Fraction Thérapeutique;1
62614012;Solution buvable en ampoules;54294;FAGOPYRUM ESCULENTUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;une gélule;Principe Actif;25
62620175;Granules;4614;AESCULUS HIPPOCASTANUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;1 ml;Principe Actif;19
62622105;Comprimé;42215;ANASTROZOLE;1,00 mg;un comprimé;Principe Actif;1
62633767;Solution;3778;CHLORHEXIDINE (GLUCONATE DE);0,120 g;100 ml;Fraction Thérapeutique;1
62655190;Comprimé;79600;CÉFUROXIME AXÉTIL;;;Principe Actif;1
62660134;Comprimé;1807;ÉTHINYLESTRADIOL;0,050 mg;un comprimé;Principe Actif;2
62672962;Suppositoire;420;CAFÉINE;50 mg;un suppositoire;Principe Actif;3
62705280;Comprimé;57088;CITALOPRAM BASE;20 mg;un comprimé;Fraction Thérapeutique;1
62711109;Crème;25715;ACICLOVIR;5,0 g;100 g de crème;Principe Actif;1
62743726;Granules;8036;OXALICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;19
62760565;Solution;3778;CHLORHEXIDINE (GLUCONATE DE);1,5 g;100 ml de solution;Principe Actif;1
62762826;Solution;901;CHLORURE DE SODIUM;3 g;1000 ml de solution pour perfusion;Principe Actif;2
62789435;Solution;563;L-LYSINE;11,00 g;1000 ml de solution;Principe Actif;6
62793483;Comprimé;52431;PÉRINDOPRIL;3,338 mg;un comprimé;Fraction Thérapeutique;1
62793782;Comprimé;975;SPIRAMYCINE;3 M.U.I.;un comprimé;Principe Actif;1
62815944;Comprimé;2202;PARACÉTAMOL;500 mg;un comprimé;Principe Actif;1
62819298;Solution;4280;TARTRATE D'ADRÉNALINE;;;Principe Actif;2
62824142;Comprimé;17407;ÉSOMÉPRAZOLE;40 mg;un comprimé;Fraction Thérapeutique;5
62824950;Solution d'acides aminés;544;HISTIDINE;4,38 g;1000 ml de solution d'acides aminés;Principe Actif;8
62824950;Solution d'acides aminés;1021;GLYCINE;5,78 g;1000 ml de solution d'acides aminés;Principe Actif;10
62834407;Comprimé;29205;BÉTAÏNE (CITRATE DE) ANHYDRE;1,890 g;un comprimé effervescent;Principe Actif;1
62837780;Solution;34;CHLORHYDRATE DE BUPIVACAÏNE;21,11 mg;une ampoule de 4 ml;Principe Actif;1
62844636;Comprimé;587;CIMÉTIDINE;400 mg;un comprimé;Principe Actif;1
62846046;Comprimé;9586;PÉRINDOPRIL TERT-BUTYLAMINE;2 mg;un comprimé;Principe Actif;1
62854527;Gélule;16849;GABAPENTINE;400 mg;une gélule;Principe Actif;1
62854947;Dispositif;94037;NICOTINE;78 mg;un dispositif  transdermique de 15 cm2;Principe Actif;1
60014894;Comprimé;7987;TABACUM POUR PRÉPARATIONS HOMÉOPATHIQUES;5 mg (8 DH);un comprimé;Principe Actif;2
60018088;Gélule;39422;PRÉGABALINE;300 mg;une gélule;Principe Actif;26
60028680;Solution buvable en gouttes;4191;CALCAREA IODATA POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 5DH à 60DH;une ampoule;Principe Actif;15
60040608;Comprimé;47018;CHLORHYDRATE DE PAROXÉTINE ANHYDRE;22,2 mg;un comprimé;Principe Actif;1
60040608;Comprimé;51891;PAROXÉTINE BASE;20 mg;un comprimé;Fraction Thérapeutique;1
60075192;Gélule;20256;CHLORHYDRATE DE VENLAFAXINE;;;Principe Actif;1
60080218;Suppositoire;2640;MÉSALAZINE;500 mg;un suppositoire;Principe Actif;1
60097833;Gel;614;CLOBÉTASOL (PROPIONATE DE);0,05 g;100 g;Principe Actif;1
60099738;Comprimé;5248;AMOXICILLINE ANHYDRE;500 mg;un comprimé;Fraction Thérapeutique;1
60100667;Comprimé;32925;CHLORHYDRATE DE TERBINAFINE;;;Principe Actif;1
60111101;Comprimé;94881;MAGNÉSIUM;48 mg;un comprimé;Fraction Thérapeutique;1
60117855;Solution;44842;PAMIDRONIQUE (ACIDE);12,6 mg;1 ml;Fraction Thérapeutique;1
60132572;Suppositoire;532;GLYCÉROL;0,690 g;un suppositoire;Principe Actif;1
60144966;Gélule;7111;MONONITRATE D'ISOSORBIDE;60 mg;une gélule;Principe Actif;1
60154309;Crème;4100;CALENDULA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;0,88 g (TM);un pot de 20 g de crème;Principe Actif;1
60168465;Comprimé;11532;RAMIPRIL;5 mg;un comprimé;Principe Actif;1
60176113;Comprimé;10171;SIMVASTATINE;10 mg;un comprimé;Principe Actif;1
60187348;Comprimé;93748;BÉSILATE D'AMLODIPINE;6,935 mg;un comprimé;Principe Actif;2
60196176;Poudre;93286;CLAVULANIQUE (ACIDE);12,5 mg;1 ml de suspension reconstituée;Fraction Thérapeutique;2
60208447;Solution;675;VALINE;1,11 g;1000 ml;Principe Actif;25
60219803;Solution;5113;SULFATE DE VINCRISTINE;2 mg;un flacon;Principe Actif;1
60253264;Poudre;612;VIRUS DE LA RAGE, SOUCHE WISTAR RABIES PM/WI 38-1503-3M INACTIVÉ;supérieur ou égal à 2,5 UI;une dose de 1 ml;Principe Actif;1
60265569;Capsule;6088;ISOTRÉTINOÏNE;20 mg;une capsule;Principe Actif;1
60282814;Gélule;37973;RIVASTIGMINE BASE;4,5 mg;une gélule;Fraction Thérapeutique;1
60293173;Solution;18055;CHLORHYDRATE DE MÉTOCLOPRAMIDE ANHYDRE;1 mg;1 ml de solution buvable;Principe Actif;1
60314062;Solution;901;CHLORURE DE SODIUM;0,6 g;100 ml de solution pour perfusion;Principe Actif;3
60326538;Comprimé;81234;LÉVOFLOXACINE;500 mg;un comprimé;Fraction Thérapeutique;1
60356346;Gélule;4773;OMÉPRAZOLE;20 mg;une gélule;Principe Actif;1
60397122;Poudre;60922;MONTMORILLONITE BEIDELLITIQUE;3 g;un sachet de 3,925 g;Principe Actif;1
60401745;Dispositif;94037;NICOTINE;17,5 mg;un dispositif;Principe Actif;1
