code_identifiant;presentation7;libéllé;Statut administratif de la présentation;Etat de commercialisation de la présentation;Date de la déclaration de commercialisation;Code Identifiant de Présentation à 13 chiffres;Agrément aux collectivités;taux_remboursement;prix€;indications_remboursement;dec;Prix
65593872;3184360;1 flacon(s) en verre de 500 ml;Présentation active;Déclaration d'arrêt de commercialisation;2011-12-30;3400931843603;non;65 %;2;;14;2.14
65604087;3530862;1 cartouche(s) en verre de 1,5 ml;Présentation active;Déclaration de commercialisation;2001-10-01;3400935308627;oui;100 %;157;Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Chez l'enfant :<br><br>. retard de croissance lié à un déficit en hormone de croissance<br>. retard de croissance chez les filles atteintes du syndrome de Turner<br>. retard de croissance chez le prépubère causé par une insuffisance rénale chronique<br>. retard de croissance chez les enfants de petite taille à la naissance, qui n'ont pas rattrapé ce retard à l'âge de 4 ans ou plus, selon certains critères de taille et de poids<br><br>- Chez l'adulte :<br><br>. déficit sévère en hormone de croissance, acquis à l'âge adulte avec déséquilibre hormonal associé<br>. déficit sévère en hormone de croissance, acquis dans l'enfance - JOURNAL OFFICIEL  - 19/11/97 - Ceci est une synthèse . Pour une information exhaustive de référence , nous vous invitons à vous référer aux publications du Journal Officiel.;99;157.99
65606736;4160226;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2012-11-30;3400941602269;non;65 %;6;;64;6.64
65657321;5611458;Plaquette(s) thermoformée(s) polypropylène aluminium de 100 comprimé(s);Présentation active;Déclaration de commercialisation;1999-01-19;3400956114580;oui;;;;;
65663922;3686334;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;2006-07-13;3400936863347;oui;65 %;7;;84;7.84
65708246;3707585;Plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2015-05-26;3400937075855;non;65 %;6;;64;6.64
65715632;3478096;Plaquette(s) thermoformée(s) pvc pvdc de 84 gélule(s);Présentation active;Déclaration de commercialisation;1998-09-28;3400934780967;non;;;;;
65739590;4950603;1 flacon(s) polyéthylène haute densité (pehd) de 30 comprimé(s) (distributeur parallèle : bb farma);Présentation active;Déclaration de commercialisation;2013-12-16;3400949506033;oui;65 %;57;;21;57.21
65756419;2240694;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2012-12-10;3400922406947;oui;65 %;6;;64;6.64
65815497;3554549;Plaquette(s) thermoformée(s) aluminium de 30 gélule(s);Présentation active;Déclaration d'arrêt de commercialisation;2013-09-26;3400935545497;non;65 %;7;;2;7.2
65880420;3386773;Plaquette(s) pvc-aluminium de 30 gélule(s);Présentation active;Déclaration de commercialisation;2009-03-16;3400933867737;oui;65 %;145;;21;145.21
65886277;4970362;Plaquette(s) thermoformée(s) pvc-aluminium polyamide aluminium de 30 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2013-01-04;3400949703623;non;65 %;5;;62;5.62
65922570;5597675;25 flacon(s) en verre de 5000000 ui;Présentation active;Déclaration de commercialisation;1997-09-30;3400955976752;oui;;;;;
65987714;3656793;Plaquette(s) thermoformée(s) pvc-aluminium de 20 gélule(s);Présentation active;Déclaration d'arrêt de commercialisation;2011-12-21;3400936567931;non;30 %;2;;2;2.2
66001099;3928990;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2010-04-01;3400939289908;oui;65 %;6;;64;6.64
66020669;2211669;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-10-31;3400922116693;non;65 %;6;;64;6.64
66023238;3778266;Plaquette(s) thermoformée(s) aluminium de 30 gélule(s);Présentation active;Déclaration d'arrêt de commercialisation;2013-04-29;3400937782661;non;65 %;145;;21;145.21
66043963;3475927;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 90 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2012-02-04;3400934759277;non;;;;;
66060546;3648291;Flacon(s) polyéthylène haute densité (pehd) de 14 gélule(s) muni d'une capsule polypropylène;Présentation active;Déclaration de commercialisation;2009-05-26;3400936482913;oui;65 %;4;;22;4.22
66060546;3648316;Flacon(s) polyéthylène haute densité (pehd) de 28 gélule(s) muni d'une capsule polypropylène;Présentation active;Déclaration de commercialisation;2009-05-26;3400936483163;oui;65 %;8;;42;8.42
66118412;4157247;1 poche(s) polypropylène sis : styrène-isoprène-styrène styrène éthylène butadiène suremballée(s)/surpochée(s) de 250 ml avec site d'addition luer lock;Présentation active;Déclaration de commercialisation;2012-10-01;3400941572470;oui;65 %;1;;86;1.86
66120057;3439512;Plaquette(s) thermoformée(s) pvc-aluminium de 10 lyophilisat(s);Présentation active;Déclaration de commercialisation;1999-04-01;3400934395123;oui;;;;;
66132216;3230829;1 tube(s) aluminium verni de 30  g;Présentation active;Déclaration de commercialisation;1980-05-19;3400932308293;oui;65 %;3;;03;3.03
66210572;5625495;1 bouteille acier de 2 l;Présentation active;Déclaration de commercialisation;2002-01-07;3400956254958;non;;;;;
66216486;3910719;Plaquette(s) thermoformée(s) pvc polychlortrifluoroéthylène aluminium de 20 comprimé(s);Présentation active;Déclaration de commercialisation;2009-05-29;3400939107196;oui;65 %;3;;55;3.55
66276750;3378259;2 seringue(s) préremplie(s) en verre de 0,5 ml;Présentation active;Déclaration de commercialisation;1995-02-19;3400933782597;oui;65 %;45;;14;45.14
66286011;3698774;6 poche(s) polypropylène élastomère thermoplastique bicompartimenté(e)(s)/à 2 compartiments suremballée(s)/surpochée(s) de 500 ml - 6 poche(s) polypropylène élastomère thermoplastique bicompartimenté(e)(s)/à 2 compartiments suremballée(s)/surpochée(s) de;Présentation active;Déclaration de commercialisation;2007-04-16;3400936987746;oui;65 %;160;;4;160.4
67293756;3674733;Pilulier(s) polyéthylène haute densité (pehd) de 14 gélule(s);Présentation active;Déclaration de commercialisation;2006-02-01;3400936747333;oui;65 %;4;;22;4.22
67294648;5761531;1 flacon(s) en verre de 100 ml avec suremballage onko-safe;Présentation active;Déclaration de commercialisation;2010-04-05;3400957615314;oui;;;;;
67319674;3667673;Flacon(s) polyéthylène haute densité (pehd) de 14 gélule(s);Présentation active;Déclaration d'arrêt de commercialisation;2015-02-02;3400936676732;oui;65 %;3;;77;3.77
67326868;3964218;1 bouteille(s) acier ou aluminium de 5 l avec un robinet en laiton avec manodétendeur et prise normalisée;Présentation active;Déclaration de commercialisation;2010-10-03;3400939642185;non;;;;;
67329056;5674789;6 flacon(s) aluminium de 250 ml;Présentation active;Déclaration de commercialisation;2007-02-01;3400956747894;oui;;;;;
67331299;3554377;Plaquette(s) thermoformée(s) aluminium de 90 gélule(s);Présentation active;Déclaration de commercialisation;2010-11-17;3400935543776;oui;65 %;18;Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans le cas suivant :<br><br>- Baisse du taux de cholestérol dans certaines formes d'hypercholestérolémies, en complément d'un régime adapté et assidu. - JOURNAL OFFICIEL  - 04/05/06 - Ceci est une synthèse . Pour une information exhaustive de référence , nous vous invitons à vous référer aux publications du Journal Officiel.;08;18.08
67395654;3268281;Plaquette(s) thermoformée(s) pvc-aluminium de 40 comprimé(s);Présentation active;Déclaration de commercialisation;1984-11-19;3400932682812;oui;65 %;13;;36;13.36
67427632;3496674;Plaquette(s) thermoformée(s) pvc-aluminium de 14 comprimé(s);Présentation active;Déclaration de commercialisation;2001-04-05;3400934966743;oui;15 %;1;;04;1.04
67503464;2795914;30 sachet(s) aluminium;Présentation active;Déclaration de commercialisation;2014-12-15;3400927959141;non;;;;;
67520378;3819516;Plaquette(s) thermoformée(s) polyamide aluminium pvc de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2009-01-09;3400938195163;oui;65 %;21;Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>traitement du diabète de type 2 :<br>- En bithérapie, en association avec la metformine ou un sulfamide hypoglycémiant - JOURNAL OFFICIEL  - 24/07/15 - Ceci est une synthèse . Pour une information exhaustive de référence , nous vous invitons à vous référer aux publications du Journal Officiel.;45;21.45
67523100;3917070;Plaquette(s) thermoformée(s) pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2010-02-02;3400939170701;oui;65 %;7;;43;7.43
67525044;3372392;1 flacon(s) en verre de 150 ml;Présentation active;Déclaration d'arrêt de commercialisation;2011-11-28;3400933723927;non;;;;;
67551893;3006902;1 flacon(s) de 125 ml;Présentation active;Arrêt de commercialisation (le médicament n'a plus d'autorisation);2015-02-07;3400930069028;oui;;;;;
67559573;4171649;Plaquette(s) pvc pvdc aluminium de 84 comprimé(s);Présentation active;Déclaration de commercialisation;2012-11-13;3400941716492;oui;65 %;17;;51;17.51
67563625;5680821;100 ampoule(s) bouteille en verre de 10 ml;Présentation active;Déclaration de commercialisation;2006-01-06;3400956808212;oui;;;;;
67565715;3669123;1 flacon(s) en verre de 30 ml avec seringue(s) pour administration orale polyéthylène polystyrène;Présentation active;Déclaration de commercialisation;2011-06-06;3400936691230;oui;;;;;
67592840;3647363;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 28 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-06-17;3400936473638;non;65 %;7;;84;7.84
67616985;3628489;1 flacon(s) en verre de 1,193  g - 1 ampoule(s) en verre de 3,5  ml;Présentation active;Déclaration de commercialisation;2004-03-31;3400936284890;oui;65 %;6;;9;6.9
67626221;3921321;Plaquette(s) thermoformée(s) aluminium de 14 comprimé(s);Présentation active;Déclaration de commercialisation;2009-07-05;3400939213217;oui;65 %;4;;22;4.22
67656403;3435589;1 bouteille acier de 15 l avec raccord de sortie spécifique;Présentation active;Déclaration de commercialisation;1997-10-06;3400934355899;oui;;;;;
67665740;3324482;1 tube(s) aluminium verni de 30  g;Présentation active;Déclaration de commercialisation;1990-01-19;3400933244828;non;;;;;
67692495;5725653;1 flacon(s) en verre;Présentation active;Déclaration de commercialisation;2009-06-18;3400957256531;oui;;;;;
67696401;3968251;Plaquette(s) thermoformée(s) polyamide aluminium pvc-aluminium de 100 comprimé(s);Présentation active;Déclaration de commercialisation;2010-12-17;3400939682518;oui;65 %;19;;17;19.17
67705779;3028252;1 flacon(s) en verre brun avec gobelet(s) doseur(s) polypropylène de 152,5  g;Présentation active;Déclaration de commercialisation;1970-05-19;3400930282526;oui;15 %;3;;24;3.24
67718520;3614091;1 flacon(s) polyéthylène de 30  g;Présentation active;Déclaration de commercialisation;2003-06-25;3400936140912;oui;30 %;1;;9;1.9
67722611;3947987;"Plaquette(s) formée(s) à froid aluminium de 28 comprimé(s) de type ""peel off""";Présentation active;Déclaration de commercialisation;2011-03-10;3400939479873;oui;65 %;23;;78;23.78
67771462;3745255;Plaquette(s) thermoformée(s) pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2006-06-26;3400937452557;oui;15 %;4;;85;4.85
67804179;2247176;Plaquette(s) pvc-aluminium polyamide aluminium de 28 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2013-12-30;3400922471761;non;65 %;8;;42;8.42
68336954;3910429;Plaquette(s) thermoformée(s) polyamide pvc aluminium avec fermeture de sécurité enfant de 10 comprimé(s);Présentation active;Déclaration de commercialisation;2009-03-08;3400939104294;oui;65 %;72;;91;72.91
63146246;3924615;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 90 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2012-06-30;3400939246154;non;65 %;9;;34;9.34
63163224;4178077;10 poche(s) bicompartimenté(e)(s)/à 2 compartiments copolymère (éthylène/propylène) sebs : styrène-éthylène-butylène-styrène sis : styrène-isoprène-styrène suremballée(s)/surpochée(s) de 250 ml;Présentation active;Déclaration de commercialisation;2011-09-11;3400941780776;oui;;;;;
63191355;3712379;Plaquette(s) thermoformée(s) pvc-aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2008-05-21;3400937123792;oui;65 %;15;;56;15.56
63230395;3820229;Plaquette(s) thermoformée(s) aluminium de 12 comprimé(s);Présentation active;Déclaration de commercialisation;2008-01-14;3400938202298;oui;65 %;44;Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Ostéoporose postménopausique pour réduire le risque de fractures vertébrales et de hanche :<br>. patientes ayant fait une fracture par fragilité osseuse  <br>. en l'absence de fracture, patientes ayant une diminution importante de la densité osseuse selon évaluation clinique. - JOURNAL OFFICIEL  - 16/11/05 - Ceci est une synthèse . Pour une information exhaustive de référence , nous vous invitons à vous référer aux publications du Journal Officiel.;9;44.9
63274872;3240986;1 flacon(s) polyéthylène basse densité (pebd) de 250  ml;Présentation active;Déclaration de commercialisation;1983-01-19;3400932409860;oui;30 %;12;;07;12.07
63373386;3648368;Flacon(s) polyéthylène haute densité (pehd) de 14 gélule(s) muni d'une capsule polypropylène;Présentation active;Déclaration de commercialisation;2004-05-10;3400936483682;oui;65 %;4;;22;4.22
63380548;2235925;1 flacon(s) en verre de 8 ml;Présentation active;Déclaration de commercialisation;2013-01-02;3400922359250;oui;;;;;
63392333;3379247;1 flacon(s) en verre de 50 ml;Présentation active;Déclaration de commercialisation;1996-09-19;3400933792473;oui;65 %;17;;33;17.33
63424838;3312154;Plaquette(s) thermoformée(s) aluminium de 8  comprimé(s);Présentation active;Déclaration de commercialisation;1988-11-19;3400933121549;oui;65 %;4;;5;4.5
63434654;3680774;Plaquette(s) thermoformée(s) aluminium de 14 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2013-02-19;3400936807747;non;15 %;7;;75;7.75
63436769;3910323;1 flacon(s) en verre brun avec fermeture de sécurité enfant de 120 ml avec seringue(s) pour administration orale polyéthylène;Présentation active;Déclaration de commercialisation;2009-05-27;3400939103235;oui;65 %;35;Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Psychose et schizophrénie chez l'adulte<br>- Accès maniaques chez l'adulte atteint de trouble bipolaire<br>- Agressivité persistante dans le contexte d'un trouble de la conduite, chez les enfants âgés de 5 ans à 11 ans présentant un retard intellectuel - JOURNAL OFFICIEL  - 20/04/05 - Ceci est une synthèse . Pour une information exhaustive de référence , nous vous invitons à vous référer aux publications du Journal Officiel.;14;35.14
63469210;2764629;Plaquette(s) pvc pvdc aluminium de 56 comprimé(s);Présentation active;Déclaration de commercialisation;2014-03-14;3400927646294;oui;15 %;32;;76;32.76
63476258;4998024;1 flacon(s) en verre brun avec mesurette(s) graduée(s) polyéthylène de 40 ml;Présentation active;Déclaration de commercialisation;2012-11-04;3400949980246;oui;65 %;4;;14;4.14
63478704;5534930;6 flacon(s) en verre de 1000 ml;Présentation active;Déclaration de commercialisation;1983-02-19;3400955349303;oui;;;;;
63482859;3779113;Plaquette(s) thermoformée(s) pvc aluminium de 90 gélule(s);Présentation active;Déclaration de commercialisation;2007-07-03;3400937791137;oui;65 %;26;;02;26.02
